id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
2870,HTML5 Specialist: Comprehensive HTML5 Training,"Dollar Design School, Mark Lassoff","Learn HTML and CSS (with HTML5) from master trainer, Mark Lassoff - No experience required. Certification Available.",4,All Levels,899.955,1034.955
4862,Toad for Oracle for beginners:  A database managment tool,Bluelime Learning Solutions,Learn how to use TOAD for Oracle. The big firms use this tool to manage their Oracle databases for  better productivity,2,Beginner,1034.955,2699.955
1546,Master RESTful APIs with Spring Boot 2 in 100 Steps,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",Learn RESTful APIs using Spring Boot 2 with a Hands-on Step by Step Approach by building a User Management Service!,13,All Levels,899.955,1034.955
3584,Akka Remoting and Clustering with Scala | Rock the JVM,Daniel Ciocîrlan,"For Scala and Akka developers: write reactive distributed systems with remote actors, Akka Clustering and Scala",7,Expert,1214.955,1889.955
4826,Complete Ruby Programmer - Master Ruby,"Mashrur Hossain, Evgeny Rahman",Learn programming with Ruby - start with the basics and go all the way to creating your own applications!,13,All Levels,1214.955,6299.955
1388,Projects in PHP and MySQL,"Eduonix Learning Solutions, Eduonix-Tech .",Master PHP-MySQL by Building 10 Projects,20,All Levels,1214.955,2384.955
557,Selenium WebDriver with Java | Project Implement + Framework,Automation World,"Selenium Webdriver Automation Testing, BDD/ Cucumber framework, End to End integration with Jenkins, Katalon Studio",41,All Levels,1214.955,3824.955
4462,iOS 9 & Objective-C - Make 20 Applications,Aaron Caines,"A Complete Objective-C, Xcode 7 and iOS 9 Course.",16,All Levels,1214.955,2699.955
3667,New to Python Automation ? Step by Step Python 4 Tester-2022,Testing World Infotech,Step by Step Python | Excel Handling | Pytest Framework | Web Scrapping | Test Data Generation,11,All Levels,1034.955,3239.955
4804,Master HTML5 CSS3 Bootstrap5 by building Responsive Website,Ramesh Pandey,Develop responsive websites with HTML CSS3 and Bootstrap5,1,All Levels,1034.955,3239.955
3948,The Ultimate C# and Unity course for beginners,Kenneth Andersen,Learn C# and Unity Coding and Game Development,30,Beginner,1214.955,3239.955
1093,Unreal Engine 4 - VFX for Games - Beginner to Intermediate,Gabriel Aguiar,You will have started your own portfolio of AAA Visual Effects for Games by the end of this course.,7,Beginner,1439.955,6299.955
4182,WhatsApp Automation - Become a WhatsApp Genius (2022),Jay Kumar,Learn to automate WhatsApp and start building multi-step chatbots in just 2 hours!,2,All Levels,899.955,1034.955
3325,Front End Web Development - How and Why,Paul Cheney,"Explaining the why and how of responsive web development using HTML5, CSS3, and JavaScript",9,Beginner,1034.955,1574.955
3893,Unity 5 Professional Guide - Mastering C# Programming!,José Augusto Thomas,"Is coding that complicated to you? Well, let's make it simple! Learn the basics of interface up to becoming a code pro!",10,All Levels,1034.955,2609.955
2168,BDD in C# - using Specflow (Cucumber) to develop a REST API and automate software testing,Binary Brain,Learn how to develop software in Behaviour Driven Development (BDD) using Specflow -  part of the Cucumber software family of tools for software testing automation.,1,All Levels,1214.955,1889.955
1569,Web Development | HTML | CSS | JavaScript | jQuery | NodeJS,Web University by Harsha Vardhan,Full Stack Web Development Bootcamp | HTML Project | HTML 5 | CSS 3 | JavaScript | Bootstrap | ES6 | jQuery | NodeJS,62,All Levels,899.955,1034.955
3737,Beginners Guide To C# With Visual Studio 2017,"T O, Miles Turnbull",Learn Real C# with Windows Forms!,6,Beginner,899.955,1034.955
2956,SASS from Beginner to Expert,Arkadiusz Włodarczyk,Using SASS you will create CSS 10x times faster. I'll teach you how to maintain a code on a whole new level using SASS,3,All Levels,1214.955,3284.955
1778,Mastering SharePoint 2019,Packt Publishing,Leverage Microsoft SharePoint 2019 features and capabilities to maximum advantage,4,Expert,1214.955,3509.955
3251,"Unreal Engine 5- Beginner Lighting, Fog, and Post Processing",Gavin Eisenbeisz,"I'll teach you the basics of lighting scenes in UE5, in this beginner friendly game development course!",2,Beginner,899.955,1034.955
2477,Selenium Java Test Framework & Best Practices - Masterclass,Omprakash Chavan,"Develop a POM Framework with Selenium 4 & TestNG using Industry Best Practices, Design Patterns & API Integration",20,All Levels,1214.955,3239.955
2403,Build an Augmented Reality android app in 1 hour!,Attreya Bhatt,Learn how to create an AR (Augmented Reality) based app for Android using Unity and Vuforia.,42,All Levels,1034.955,1214.955
1185,Learn API Automation Testing with Python & BDD Framework,Rahul Shetty,"Build Python automation Utilities  to test Rest API’s with SQL DB Integration, Batch Jobs Automation,Web Scraping etc",11,All Levels,1214.955,6299.955
4589,Python Fundamental Class,The Apps Firm,Programming Concept for high School Students,2,Beginner,899.955,1034.955
3462,The Complete Guide to Bot Creation,"Tim Großmann, Felix Breuer",and Automating your Everyday Work,4,Beginner,1214.955,3599.955
1844,"Git Going with Comparing, Branching and Merging",Jason Taylor,"Comprehensive, step-by-step guide to Comparing, Branching, Merging and Rebasing in the Git source control system",2,Intermediate,1214.955,2159.955
451,Learn Python: The Complete Python Programming Course,"Avinash Jain, The Codex","Learn A-Z everything about Python, from the basics, to advanced topics like Python GUI, Python Data Analysis, and more!",14,All Levels,1214.955,3239.955
1832,Getting started with WebAssembly & Emscripten,Ray Viljoen,A complete guide for learning the WebAssembly JavaScript API and Emscripten toolset.,2,All Levels,1214.955,3509.955
4396,API TESTING MASTERCLASS -2022 using POSTMAN | NEWMAN |JMETER,Testing World Infotech,"Be an API Testing Expert using Postman(Manual & Automation) with Newman, Reporting, JavaScript, DataDriven Framework",10,Expert,899.955,1034.955
593,Machine Learning with Javascript,Stephen Grider,Master Machine Learning from scratch using Javascript and TensorflowJS with hands-on projects.,17,Beginner,1214.955,3689.955
3204,Database Programming with Python,Zak Ruvalcaba,"Learn how to integrate free and enterprise databases into your Python workflow including SQLite, MySQL, and SQL Server",8,Beginner,899.955,1034.955
4410,Learn C++ Programming From Scratch,Kiran Gavali,A beginners guide to learn C++ from scratch.,1,Beginner,1034.955,1439.955
2326,"Salesforce Apex-Triggers,Email Service,Batch Processes",Deepika Khanna,"Salesforce CRM APEX:  Learn about Triggers, DML operations, Email Messaging Service and Batch Process.",1,All Levels,1214.955,5399.955
1153,Python Programming for Beginners,Stone River eLearning,"Recently updated with new, better Python development content for beginners.",3,Beginner,1034.955,3059.955
3067,Binary: The Foundation of All Computing,Kilton Hopkins,Learn how technology works at the foundation. You'll be able to read and write binary and see how it all fits together.,3,All Levels,1214.955,1574.955
3311,Software Tester: From Zero To Hero!,Michele Spoldi,Become a professional software tester starting from a scratch.,9,All Levels,1034.955,2384.955
4519,Test automation of REST services,Alex Zvolinskiy,Course learns how to test REST-services and automate this process with help of Java and awesome library REST-assured,2,Intermediate,1034.955,2159.955
1047,A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course,T O,"Learn SQL, SQL Server, SSMS, ASP.NET, Visual Studio, C#, HTML and More!",19,Intermediate,1034.955,1574.955
1449,Complete Blazor (WASM & Server) and ASP.NET API Development,Trevoir Williams,Learn to build a RESTful API and consume it in a Blazor (WebAssembly and Server) Client Application and deploy to Azure,13,All Levels,1214.955,6299.955
3853,CSS Web Development Crash Course,Frahaan Hussain,Learn how to style awesome websites and web applications for the internet.,2,Beginner,899.955,1034.955
4643,Build Responsive Websites with Modern HTML & CSS with Sass,Ali Hossain,"Learn HTML5, CSS3 and web design by building real world websites with flexbox, grid and sass",13,Beginner,1034.955,5399.955
2606,React Native Design - Build front end of 10 mobile Apps,Igneus Technologies,"Build front end of 10 Apps for Android and iOS using React Native. Expo, Native Base, Elements - All covered",6,All Levels,1034.955,5399.955
3793,Mastering critical SKILLS for Coding Interviews C++: Part 1,GetSkilled Org,Data Structures Part: Solving the MOST FREQUENT FAANG interview problems from LeetCode,18,Intermediate,1439.955,6299.955
2860,React JS: Learn React JS From Scratch with Hands-On Projects,Oak Academy,"Learn ReactJS from scratch with Router, Hooks and Context. Become React JS Web Developer and create React JS project",10,All Levels,1214.955,5849.955
1864,Complete Bubble Developer Course: Build Apps Without Coding,Leon Petrou,Learn how to build fully functional web and mobile applications without code - go from beginner to advanced.,10,All Levels,1034.955,5399.955
2369,PowerUp Automation with Unified Functional Testing/UFT ,QAEversity .,A-Z guide to learn basics of automation with Unified Functional Testing/UFT,1,Intermediate,1034.955,2024.955
3917,The Ultimate Swagger Tools Course: Build OpenAPI with Ease,Praveenkumar Bouna,"Swagger tutorial for simplified OpenAPI design, documentation, development, & testing - unified tool for OpenAPI",4,Beginner,1034.955,3239.955
2036,The Ultimate Excel VBA Arrays Course,Daniel Strong,Learn To Manipulate Data Invisibly and At Lightning Speeds with Arrays!,4,All Levels,1214.955,3374.955
1451,The Complete C Programming Bootcamp,Byte Garage,"Master C programming in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",25,All Levels,1439.955,3824.955
3950,"Database Engineer/DBA  -  (MySQL,  MongoDB,  SQLite)",Bluelime Learning Solutions,Practical Database Administration and Engineering Step by Step,17,Beginner,1214.955,3599.955
656,The Python Programming A-Z Definitive Diploma in 2022,SDE Arts | Octavo,"The Hands-On Guide to Master Modern Python and Data, to Advance your Dev and Data Career in no time!",5,All Levels,1214.955,6299.955
602,Complete Responsive Web Development: 4 courses in 1,Creative Online School,"Master yourself in HTML5, CSS3, Bootstrap, jQuery and responsive web development",6,All Levels,1214.955,5849.955
180,Complete UiPath RPA Developer Course: Build 7 Robots,Leon Petrou,Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced.,32,All Levels,1214.955,6299.955
3738,Laravel Database Queries - From Beginner to Super Advanced,Robert Apollo,Master Laravel Query Builder and Eloquent ORM - the Most Important Things when building any Dynamic Web App in Laravel,8,All Levels,1214.955,3239.955
2930,Java EE 7 A Practical Training Course From Infinite Skills,Infinite Skills,"Learn Java EE at your own pace, a practical hands-on training course  from Infinite Skills.",7,All Levels,1034.955,2159.955
4024,"Complete Python Challenges, Python MCQ& Python Recap in 2022",Temotec Learning Academy,Python 3 MCQ questions & Python Exercises & Python Examples to be a Python job ready for upcoming Python interview.,1,All Levels,899.955,1034.955
3005,,,,0,,0,0
1165,The Complete C Programming Course for Beginners,Md. A. Barik,C Programming: The Fundementals of C Programming Language from Ground UP with Illustrated + Hands on Coding Expalanation,6,Beginner,1214.955,2834.955
3234,Learn DevOps: Scaling apps On-Premises and in the Cloud,Edward Viaene,"Get experienced with Vagrant, DigitalOcean, Cassandra, AWS, Elastic Beanstalk, Terraform, Kubernetes, Deis, and Docker",3,Intermediate,1214.955,1889.955
2707,C# and Windows Forms Exercises for Beginners (step by step),Pavol Almasi,Learn Visual C# .net with WinForms by doing programming projects for beginners,24,Beginner,899.955,1034.955
3484,Intro to Augmented Reality on the Web: WebXR and Three.js,WebXR Academy,Learn how to code and run augmented reality WebXR experiences on iOS and Android,2,All Levels,1214.955,1439.955
2456,Master Wix - Create a Wix Website in 1 hour,Divit Mehta,Wix for Beginners: Create Responsive Wix Websites. No Coding or Wix Experience Required!,1,Beginner,1214.955,1439.955
3401,SQL Server 2019: What’s New - New and Enhanced Features,Artemakis Artemiou,Learn what's new and enhanced in SQL Server 2019 such as Intelligent Query Processing and much more,3,All Levels,1214.955,3239.955
2935,Web Service Testing using RestAssured & Apache HttpClient,Rahul Singh Rathore,Learn the testing of Restful web services using the Apache HttpClient Library from scratch and Rest Assured Framework,16,All Levels,1034.955,1574.955
4859,C# OOP: C# Object Oriented Programming on Real C# Projects,Oak Academy,"Learn C# OOP with hands-on C# projects and dive in C# intermediate step by step guide to classes, interfaces and C# OOP",7,All Levels,1034.955,5399.955
1246,Salesforce Lightning: Learn about Salesforce Lightning,Deepika Khanna,Learn Salesforce Lightning: Step by Step Guide to Lightning UI. Learn to build a custom App in Salesforce Lightning UI,5,All Levels,1214.955,5849.955
3865,Time Series Analysis and Forecasting with Python,Navid Shirzadi,"Learn Python for Pandas, Statsmodels, ARIMA, SARIMAX, Deep Learning, LSTM and Forecasting into Future",10,All Levels,1214.955,5849.955
4782,Oracle APEX Advanced Course - Learn JavaScript (2022),Velchandru M,Customize your Oracle APEX Applications easily by the Out Of The Box provided JavaScript APEX APIs.,7,Intermediate,1439.955,2924.955
1587,Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,"Engineering Mentor, Pratibha B.","Software Testing Course for learning Test Fundamentals,QA Manual Testing, STLC, Automation Basics & ISTQB CTFL Help",6,All Levels,1034.955,3239.955
1131,Learn TDD in Java,Sam Atkinson,Learn Test Driven Development through a concise programming interview question,1,Intermediate,1034.955,1214.955
2179,JavaScript Programming from A-Z: Learn to Code in JavaScript,Euan - JavaScript Programming,JavaScript: Learn to write clear & efficient code in JavaScript. Learn JavaScript. Complete JavaScript Guide. JavaScript,3,All Levels,1214.955,6299.955
2266,Introduction to Docker,Stone River eLearning,Get started with Docker - even if you're not a Linux expert,2,Beginner,1034.955,2699.955
3771,Web Application Automation - Selenium - Ruby - Cucumber,Testing World,With Cucumber Integration,6,Expert,899.955,1034.955
2751,"Metaverse Fundamentals: Blockchain, Cryptocurrency and NFTs","George Levy, Joan Amengual | AWS Certified & Senior Blockchain Professional","Learn Key Elements of the Metaverse, Virtual and Augmented Reality, and Even Create Your Own Avatar in the Metaverse",2,All Levels,1034.955,3824.955
3070,Master Bootstrap 4 (4.6.0) and code 7 projects with 25 pages,Jeppe Schaumburg Jensen,"Master the latest version of Bootstrap 4 and create real projects and themes while learning HTML, web design and coding",22,All Levels,1214.955,5849.955
390,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),"Riyaz Sayyad, RIZMAXed by Riyaz Sayyad","AWS Serverless with AWS Lambda, API Gateway, Amazon DynamoDB, Step Functions, SAM, the Serverless Framework, CICD & more",25,All Levels,1214.955,3824.955
1626,Flutter - Advanced Course,Bryan Cairns,Learn to be a Flutter advanced programmer,5,Expert,1034.955,1214.955
2531,PHP OOP - Understand Object Oriented Programming in PHP,Ryan Dhungel,Learn and understand PHP OOP so that you can start building amazing Web Apps with PHP frameworks such as LARAVEL,3,All Levels,899.955,1034.955
297,Complete Step By Step Java For Testers,Lets Kode It,A-Z guide for learning Java what's perfectly right for your Selenium WebDriver and Test Automation needs,8,All Levels,1439.955,3239.955
4996,Complete CodeIgniter 3 Series with Bootstrap 4  +  Projects,Shakzee Arain,Learn step-by-step Codeigniter 3 with Bootstrap 4 from scratch with advanced concepts like cache and projects,42,All Levels,1034.955,0
2305,JavaScript for Absolute Beginners,Stone River eLearning,A great JavaScript course for those who have never programmed in JavaScript.,2,Beginner,899.955,1034.955
2173,SQL Tutorial For Tester,S D Academy,Course on SQL query for testers and developers,2,All Levels,1034.955,1214.955
3225,Composer - The Ultimate Guide for PHP Dependency Management,Terry Ogbemudia Osayawe,"Hack PHP Dependency Management, Master Composer a Modern PHP Development Tool and Learn to Create your own PHP Packages",2,All Levels,1214.955,2384.955
801,"Python 3: Deep Dive (Part 2 - Iteration, Generators)",Fred Baptiste,"Sequences, Iterables, Iterators, Generators, Context Managers and Generator-based Coroutines",36,Intermediate,1439.955,6299.955
2255,RF Microwave & Transmission Line Theory - RAHRF200,"Rahsoft RF Certificate - Orange County, California",RF Microwave and transmission line theory with practical examples by calculation and Keysight ADS software-rahsoft,8,Beginner,1034.955,0
3037,ASP NET CORE - ANGULAR 2 - Web API E-Commerce App,Happy Code,"Create a e-commerce project with Asp Net Core,Angular 2,bootstrap 4,Paypal,Identity Core,Entity Framework Core,C#,WebAPI",15,All Levels,899.955,1034.955
3178,ROS2 (Foxy) For Beginners I: Basics and Fundamental Concepts,Anis Koubaa,Become an expert of ROS2 next generation robot software development framework,2,Beginner,899.955,1034.955
4516,The Complete MATLAB Computer Programming Bootcamp,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Stemplicity School Online",Go from Zero to Hero in coding with MATLAB,5,All Levels,1214.955,3239.955
833,The Complete Python Course: Go From Beginner To Advanced,"Joe Parys, Syed Raza, Joe Parys Support, ClayDesk E-learning",In this complete course students will learn Python which is an easy and fun programming language.,14,All Levels,1214.955,6299.955
4292,Learn Creating Premium Wordpress Website with Elementor,Supriyo Kundu,Learn creating Awesome Premium Wordpress Website using Free Elementor with cool premuim features,5,All Levels,1214.955,6299.955
29,Beginning C++ Programming - From Beginner to Beyond,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos",Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered.  C++20 info see below.,46,All Levels,1574.955,3824.955
752,Java Basics: Learn to Code the Right Way,Grant Klimaytys,"Learn Java Using this Course, Then Move on to Make Desktop, Web and Android Applications!",1,Beginner,899.955,1034.955
340,Scala and Spark for Big Data and Machine Learning,Jose Portilla,"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!",10,All Levels,1034.955,5399.955
4394,Javascript for beginners,Bluelime Learning Solutions,Learn a basic introduction to javascript and how to write a simple javascript code.,6,Beginner,1034.955,2474.955
4388,Learn practical Python by examples and projects,Shakil khan,No nonsense approach to learning python,7,Intermediate,899.955,1034.955
1128,"Competitive Programming Essentials,  Master Algorithms 2022","Prateek Narang, Apaar Kamal, Coding Minutes","Master competitive coding techniques - maths, number theory, dynamic programming, advanced data structures & algorithms",56,All Levels,1034.955,5399.955
4668,Working with Vue 3 and Go (Golang),Trevor Sawler,Learn how to work with Vue 3 and a Go back end from an award winning university professor.,15,Intermediate,1034.955,2789.955
2624,Build An NFT Marketplace From Scratch - Blockchain DApp,"Clarian North, Media Training Worldwide Digital, TJ Walker","Learn Professional Dapp Development - Solidity & Javascript - with Nextjs, IPFS, Hardhat, OpenZeppelin, Ethers, Tailwind",5,All Levels,1214.955,2159.955
2340,Starting with React & Redux: Build modern apps (2nd edition),Coding Revolution,"Take you coding to the next level with React, the most popular Javascript library.",30,Beginner,899.955,1034.955
4732,Google Kubernetes Engine (GKE) - A Beginner's Guide,Aseef Ahmed,Every expert was once a beginner,3,Beginner,1034.955,1574.955
145,Complete Machine Learning & Data Science Bootcamp 2023,"Andrei Neagoie, Daniel Bourke, Zero To Mastery","Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!",44,All Levels,1214.955,5849.955
3969,Modern UI Development in Unity 4.6/5.0,3D BUZZ Programming and Digital Art training,This series goes over the core concepts of Unity's UI system and also shows the creation of an entire game using the UI.,13,All Levels,899.955,1034.955
762,Learn How To Code Games In Roblox Studio,Brendon Ross,Learn how to create Roblox games in an easy to understand step by step course,6,Beginner,899.955,1034.955
2318,Unity 3D Video Game Kit Introduction,"Rick Davidson, GameDev.tv Team",Design and Build a Video Game Level without Coding. Great way to learn the Unity Engine. (3.5 hours),3,Beginner,1214.955,3059.955
1978,Full Android Development Masterclass | 14 Real Apps-46 Hours,"Oak Academy, Mehmet ÖNGEL","The most comprehensive Android app development course, learn android development with Android Studio & Java and level up",46,All Levels,1439.955,7199.955
1708,Teradata Fundamentals - Comprehensive SQL course on Teradata,Saad Qureshi,A comprehensive course on Teradata Fundamentals and SQL,8,Beginner,1214.955,5849.955
4090,SelectorsHub Tutorial- A Free Next Gen XPath & Locators tool,Sanjay Kumar,SelectorsHub Tutorial,3,All Levels,899.955,1034.955
4968,MVVM in Xamarin Forms,Asfend Yar Hamid,Create MVVM Based Xamarin Forms Application From Scratch,1,Expert,2699.955,0
4773,The Complete E-Commerce Web Developer Course 5.0,"Syed Raza, Curtis Parham, Joe Parys, Joe Parys Support, ClayDesk E-learning, Syed Ali","Learn how to become a Web Developer from scratch using PHP, SQL, CSS, and HTML",12,All Levels,1034.955,5399.955
835,Performance Testing Course with JMeter and Blazemeter,"Federico Toledo, Lucia Lavagna, Sebastián Lorenzo",You will learn the basics of performance testing using today’s most popular tools while following a widely-used method,2,All Levels,1034.955,0
3424,Tensorflow Deep Learning - Data Science in Python,Minerva Singh,Tensorflow Deep Learning Python : Tensorflow Neural Network Training : Tensorflow Models - Android Java : Tensorflow C#,7,All Levels,1034.955,5399.955
1494,The Expert’s Guide of Selenium with Python | BDD Framework,Automation World,Pytest | BDD Framework using Behave | Robot Framework Implementation | Detailed Python |  Git & Jenkins | 100+ Exercise,34,All Levels,1214.955,3284.955
3882,Learn image processing and GUIs while having fun in MATLAB,Mike X Cohen,Improve your digital image processing and image processing programming skills in MATLAB. And have fun in the process!,11,Beginner,899.955,1034.955
3419,Python Game Development using Pygame and Python 3,Attreya Bhatt,"Master game development with Pygame and Python. Includes Shooting bullets, collision detection & building Space Invaders",2,Beginner,1034.955,1214.955
1268,Laravel 8 PHP Framework A - Z Build Professional Ecommerce,"easy Learning, Kazi Ariyan","In This Course, You Will Learn Laravel 8 Fundamentals and  Build Two Different Ecommerce with lots of Advance Features",135,All Levels,1214.955,6299.955
4265,Cracking Python Interview Questions On Programming,Satish Venkatesh,Cracking Python Interviews: Automation and Development ( 12 hrs of python interview questions on programming),12,All Levels,899.955,1034.955
224,Python for beginners - Learn all the basics of python,Yassin Marco,Learn how to program in python- python functions-python basic apps - python tips and tricks -  Other Python features,5,Beginner,1214.955,3059.955
4282,Laravel - Single Page App & Vue CRUD,"Edwin Diaz, Coding Faculty Solutions",Learn to create Single Page Applications with Laravel & Vue.js,2,Beginner,1034.955,2159.955
1622,C# Console and Windows Forms Development w/ Entity Framework,"Trevoir Williams, Learn IT University, Andrii Piatakha","Learn to build a practical Data Driven Windows Forms Application using C#, LINQ, Entity Framework and SQL Server.",15,Beginner,1439.955,7199.955
3069,Gitlab / GitLab CI For Beginners: Become a DevOps Expert Now,The Startup Central Co.,"Learn to use GitLab to reduce time in any DevOps project. Plan, manage users, CI / CD etc. Get ready for a DevOps job!",2,All Levels,1214.955,6299.955
5003,Masterclass in C# Programing & Unity 3D Game Development FPS,Michael Murr,Master Unity Engine (2022) and C# Programing By Creating A First Person Shooter Using Modern Unity Development Technics,15,All Levels,3599.955,0
3982,Java Spring Framework 5 - Build a Web App step by step,Damian Jędrzejak,"Master most popular Spring framework components like Core, MVC, Data, Security, and Boot, in theory, and practice.",11,All Levels,1214.955,2789.955
808,PostgreSQL v12 Database Administration on Windows and Linux,Sadiq Basha,"PostgreSQL v12 Database Administration :  Walk-in a Beginner, Walk-Out an Expert ( Updated with Latest Postgresql V13)",11,All Levels,1034.955,1439.955
1242,"Event-Driven Microservices: Spring Boot, Kafka and Elastic","Ali Gelenler, EA Algorithm","Master event-driven microservices architecture with patterns using Spring boot, Spring cloud, Kafka and Elasticsearch",11,Intermediate,1214.955,2924.955
4025,"Beginning CUDA Programming: Zero to Hero, First Course!","Scientific Programmer™ Team, Scientific Programming School","Learn CUDA programming with GPGPU, kickstart your Big Data and Data Science Career!",2,Beginner,899.955,1034.955
3956,Data Warehousing,The Art Of Service,"An introductory course about understanding data warehousing, its architecture, flow, applications and modeling.",3,All Levels,1214.955,2159.955
4407,Taxi App in React Native,Stefan Hyltoft,Make a basic taxi app in React Native!,8,Intermediate,1034.955,5399.955
3638,Building Chatbots with Amazon Lex and IBM Watson,"Nicholas ""Techustler"" Ivanecky","Learn how to build bots on Amazon Lex, IBM Watson, Facebook Messenger, Twilio, and more",4,All Levels,1214.955,4499.955
282,The Complete 2020 Fullstack Web Developer Course,Kalob Taulien,"Learn HTML5, CSS3, JavaScript, Python, Wagtail CMS, PHP & MySQL from scratch!",67,All Levels,1214.955,5849.955
4630,Twitter Bootstrap 2 for Beginners,Stone River eLearning,Twitter Bootstrap is an amazing tool. Try it out today. ,44,Beginner,899.955,1034.955
4533,Java A-Z™ : Learn java within 8 hours,Sachin Kafle,"Never underestimate power of ""Java"",Make real world projects by just enrolling into this course!!",8,All Levels,1214.955,5849.955
4432,Python I for Power BI Users,"Enterprise DNA, Gaelim Holland",Dramatically enhance Power BI's capabilities by incorporating Python's flexible and powerful functionalities,4,All Levels,1034.955,3824.955
2491,Practical Java Basics Course with Real-life Examples,Sandor Szekeres,Learn the basics of Java easily through real-life examples! Example-based Java programming for complete beginners!,4,Beginner,899.955,1034.955
2374,Make an Assassins GO Board Game in Unity,Wilmer Lin,Build a turn-based puzzle game with C# and Unity,11,Intermediate,1214.955,3239.955
167,Core Java Made Easy (Covers the latest Java 17),Bharath Thippireddy,Master java in quick and simple steps,27,All Levels,1214.955,1889.955
69,"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",John Honai,"Learn about CI CD & DevOps & the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps & pipeline",1,Beginner,1214.955,3239.955
4114,Android 50: Crash Course into Android Development,Safa Orhan,An Android course that will build the ground knowledge. Tailored for non-programmers and extreme beginners.,5,Beginner,1214.955,5849.955
2042,No Nonsense Python: learn Python basics and start coding,Kieran Keene,Because nobody becomes an expert developer by taking a 30 hour course.,1,Beginner,899.955,1034.955
576,Python for Programmers,Nick Walter,Learn the core of Python quickly with this course tailored to programmers,6,All Levels,1034.955,2924.955
3972,Apache Airflow: The Operators Guide,Marc Lamberti,Step up with Apache Airflow! Master Airflow Operators and create incredible data pipelines!,7,All Levels,1214.955,3239.955
1959,"HTML5, CSS3 & JavaScript Course: Complete Guide",Fatah Gabrial,"A Complete Step by Step Guide for Beginners to get started with HTML5, CSS3, & JavaScript in-depth.",4,All Levels,1214.955,5849.955
1483,ASP.NET Core MVC - Up and Running Part 1 (.NET 5),"DotNet Mastery, Bhrugen Patel",Learn ASP.NET Core 5 with MVC and Entity Framework Core as we build real world Paving Company project with .NET 5,7,Beginner,899.955,1034.955
384,"HTML, JavaScript, & Bootstrap - Certification Course",YouAccel Training,"A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",6,Beginner,1214.955,5849.955
2878,Learn to think like a programmer with Python,Willow Bits,"Learn the art of thinking like a programmer, a university-level course",13,Beginner,899.955,1034.955
3864,C# Basics for Beginners: Learn C# Fundamentals by Coding,Educational Engineering Team,"Master C# Basics in no Time - A Comprehensive Course Packed with Examples, tips and exercises!",2,Beginner,1214.955,5849.955
4803,Build a Tinder Clone for Android from scratch,Catalin Stefan,Create your own dating app,7,All Levels,1214.955,3239.955
4704,SQL SERVER ADMINISTRATION: GETTING A JOB,Raphael Asghar,A personal guide on how to secure a SQL Server Administration Job and the requisites the student needs,1,Beginner,899.955,1034.955
1452,The Complete C Developer Course - Build 7 Exciting Projects.,Prashant Shinde,Master the  C Programming language in  2022  by Building exciting projects from Beginners to Advanced Level students.,16,All Levels,1034.955,5399.955
4066,AutoCAD Electrical for Electrical and Automation Engineers,Hossein Tootoonchy,Become proficient in AutoCAD Electrical quickly and showcase your skills,5,All Levels,1214.955,6299.955
22,Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,"Sam Pattuzzi, GameDev.tv Team, Stephen Ulibarri",Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal,29,All Levels,1214.955,5849.955
1184,Financial Engineering and Artificial Intelligence in Python,"Lazy Programmer Team, Lazy Programmer Inc.","Financial Analysis, Time Series Analysis, Portfolio Optimization, CAPM, Algorithmic Trading, Q-Learning, and MORE!",21,All Levels,2789.955,0
2516,OpenShift Developers Workshop,Mohamad Charaf,Create Development Environment Stacks and Containers and Manage Them with Ease using OpenShift,2,Beginner,1214.955,1439.955
153,Introduction to Machine Learning for Data Science,David Valentine,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.",5,Beginner,1034.955,5399.955
4595,The JavaScript Complete Guide Course,Muhammad Ismail,"The JavaScript Complete Guide Course,  Modern JavaScript ES6 programming and web development",4,All Levels,1034.955,3239.955
5010,,,https://img-b.udemycdn.com/course/240x135/3689712_7088.jpg,124,22 lectures,0,1034.955
1757,The Complete Unity Game Development Course,"Codestars • over 2 million students worldwide!, Penny de Byl, Penny @Holistic3D.com",Create Your Own First Person Shooter Zombie Game,20,Beginner,1214.955,1439.955
